x_over_a,E_eV
0,0
0.1052845547,0.1029802694225
0.2105691032,0.298042418375
0.3158536579,0.38504164754
0.6317073158,0.2816592991675
0.7369918705,0.3939259174675
0.9475609737,0.37893247329
1.0524390202,0.3355262325125
1.1577235749,0.3805061870675
1.2630081295,0.4590961545075
1.3682926842,0.465234975035
1.5788617874,0.34945928155
1.6841463421,0.3695975119075
1.7894308907,0.40410869351
1.8947154453,0.37147762935
2,0.2814660208925
